administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
0.0,0.0,0,0.0,16.0,5.998936561946683,0.0,0.03343477608623742,0.0,Nov,Windows,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,False,False
6.0,4.62577315664955,0,3.5691576226137323,19.0,7.113956109566034,0.0,0.013902905168991434,0.0,Nov,Android,Google Chrome,Asia,Google search,New_Visitor,True,False
0.0,0.0,0,0.0,51.0,7.585281078639126,0.019312311032372884,0.03246719013750141,0.0,Jul,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,3.5691576226137323,1.0,6.424869023905388,0.0,0.005982071677547469,3.4657359027997265,Nov,Windows,Mozilla Firefox,North America,Youtube channel,New_Visitor,False,True
1.0,4.733243355704088,0,0.0,11.0,7.15305163493748,0.0,0.011928570865273812,0.0,Oct,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
11.0,5.264027808400683,2,5.365976015021851,41.0,6.974478911025045,0.0,0.009950330853168092,0.0,Dec,MACOS,Safari,North America,Instagram ads,New_Visitor,False,False
5.0,4.301810300771934,0,3.5691576226137323,17.0,6.790097235513905,0.0,0.01980262729617973,0.0,Sep,Windows,Microsoft Edge,North America,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,20.0,6.154858094016418,0.0132123314721349,0.031498667059371016,0.0,May,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
1.0,2.833213344056216,0,0.0,20.0,6.148468295917647,0.0055843782939006634,0.045928931888399735,0.0,Dec,MACOS,Safari,South America,Direct Traffic,New_Visitor,True,False
5.0,4.382984509140621,2,3.1354942159291497,13.0,6.860663671448287,0.003493889254255838,0.007968169649176881,0.0,Mar,MACOS,Google Chrome,North America,Google search,Returning_Visitor,False,False
5.0,4.448973335356936,3,5.688104661824104,4.0,3.5553480614894135,0.0,0.03729578474369693,0.0,Sep,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,9.0,7.02108396428914,0.04879016416943204,0.03246719013750141,0.0,Nov,Android,Google Chrome,Northern Africa,Direct Traffic,Returning_Visitor,False,False
0.0,3.970291913552122,3,4.189654742026425,16.0,7.4377951216719325,0.0,0.03922071315328133,4.580877493419047,May,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,True,True
2.0,2.5649493574615367,0,0.0,18.0,6.566672429803241,0.0,0.010939940038334263,0.0,Nov,Windows,Mozilla Firefox,Western Europe,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0,0.0,10.0,4.61512051684126,0.024692612590371414,0.051643233151838386,0.0,Dec,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,5.176149732573829,0.03922071315328133,0.06485097231961627,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,1.0,4.532599493153256,0.06456977064930007,0.028587456851912472,0.0,Nov,MACOS,Samsung Internet,North America,Direct Traffic,Returning_Visitor,True,False
3.0,3.623451648880449,0,0.0,42.0,6.137727054086234,0.002696361547742533,0.010939940038334263,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1.0,3.713572066704308,0,0.0,81.0,7.743269700829004,0.0,0.011928570865273812,0.0,Nov,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,5.0689042022202315,0.03275756423817229,0.04305948946044701,0.0,May,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
1.0,3.044522437723423,0,0.0,89.0,6.658011045870748,0.009455158770755197,0.03440142671733232,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
9.0,3.8501476017100584,0,0.0,33.0,6.26530121273771,0.01242251999855711,0.024692612590371414,0.0,Dec,MACOS,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,28.0,6.706862336602747,0.00727348396649847,0.025667746748577813,0.0,Sep,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
5.0,5.368309738368072,0,0.0,1.0,6.812345094177479,0.0,0.011928570865273812,3.9721769282478934,Aug,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
2.0,5.111987788356544,0,0.0,54.0,7.780303087908373,0.009257021262676848,0.042101176018635326,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
2.0,3.871201010907891,3,4.886582645426277,13.0,6.523562306149512,0.0,0.017839918128331016,0.0,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
1.0,3.1354942159291497,0,0.0,182.0,8.728749873478527,0.0,0.0009995003330834232,1.5040773967762742,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1.0,2.9444389791664403,0,0.0,11.0,6.111467339502679,0.026349775322781963,0.06109509935981083,0.0,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,5.4510384535657,0.04027784649857008,0.05921185963184603,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
2.0,4.448973335356936,0,0.0,1.0,7.701200180857446,0.0,0.01291622526654623,3.1484533605716547,Dec,iOS,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
1.0,3.6109179126442243,0,0.0,7.0,4.8283137373023015,0.022348403663761767,0.06485097231961627,0.0,Sep,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
8.0,4.160756327741352,0,0.0,25.0,6.5638555265321274,0.0,0.006975613736425138,0.0,Oct,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,3.5553480614894135,0.06456977064930007,0.09531017980432493,0.0,May,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
1.0,6.322565239927284,0,0.0,18.0,6.300785794663244,0.0,0.025667746748577813,0.0,Dec,MACOS,Google Chrome,North America,Google search,Returning_Visitor,True,False
0.0,0.0,3,5.6240175061873385,70.0,9.013960457931187,0.0022973590486834584,0.009950330853168092,0.0,May,Android,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,2,3.7954891891721947,135.0,8.311398278436641,0.0022973590486834584,0.017839918128331016,0.0,Dec,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,47.0,6.594413459749778,0.0,0.015873349156290163,0.0,Nov,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
2.0,3.7834317711309744,0,0.0,9.0,4.795790545596741,0.0,0.01980262729617973,0.0,Nov,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
0.0,0.0,1,4.3694478524670215,1.0,6.740519359606223,0.034498040407567356,0.06109509935981083,0.0,May,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
1.0,0.0,0,0.0,30.0,6.9985096422506015,0.00727348396649847,0.007968169649176881,0.0,Dec,MACOS,Safari,Western Europe,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,5.54907608489522,0.0,0.018821754240587667,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
1.0,3.6635616461296463,0,0.0,51.0,6.568077911411976,0.0022973590486834584,0.015873349156290163,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
5.0,5.168493378711836,1,3.248434627109745,24.0,7.768110378525988,0.0064789660977090735,0.016857117066422806,2.9856819377004897,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,1.0,0.0,0.1823215567939546,0.1823215567939546,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
6.0,5.4359030295006,0,0.0,33.0,8.246695943718557,0.009950330853168092,0.015873349156290163,1.6863989535702288,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,True
0.0,0.0,0,0.0,17.0,5.948034989180646,0.04879016416943204,0.006975613736425138,0.0,May,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,False,False
14.0,6.082713460897225,5,4.995408846539332,114.0,7.111512116496157,0.009257021262676848,0.024692612590371414,3.58351893845611,Aug,MACOS,Safari,North America,Youtube ads,Returning_Visitor,False,True
11.0,5.949448532216535,0,0.0,204.0,8.074960359115858,0.01626697246387194,0.05259245011917063,1.589235205116581,Nov,Windows,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,False,False
7.0,5.498533413082116,0,0.0,75.0,7.860570785538664,0.003593535510130218,0.02273948696948934,2.1972245773362196,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,3,4.966335035199676,5.0,4.983606621708336,0.0,0.017839918128331016,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
2.0,4.151039905898646,1,3.859325216357423,34.0,7.201916317531627,0.0,0.014888612493750559,0.0,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,True,False
2.0,2.3978952727983707,0,0.0,58.0,7.293017679772782,0.0022973590486834584,0.017839918128331016,0.0,Nov,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,True
10.0,5.494500736279464,0,0.0,75.0,7.4821189235521155,0.0,0.006975613736425138,0.0,Sep,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
2.0,3.34109345759245,0,0.0,2.0,2.0794415416798357,0.0,0.09531017980432493,0.0,Oct,Android,Google Chrome,North America,Instagram ads,New_Visitor,False,False
2.0,2.803360380906535,0,0.0,10.0,4.820281565605037,0.0,0.016857117066422806,3.265759410767051,Nov,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
3.0,4.532599493153256,1,3.091042453358316,14.0,5.627621113690637,0.0,0.013902905168991434,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
4.0,4.448973335356936,0,0.0,4.0,3.8918202981106265,0.0,0.007968169649176881,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,5.017279836814924,0.0,0.04879016416943204,0.0,Mar,Windows,Google Chrome,Northern Africa,Youtube channel,Returning_Visitor,False,False
0.0,0.0,0,0.0,23.0,7.095064377287131,0.015282623531156982,0.03343477608623742,0.0,Jul,Android,Google Chrome,South America,Bing search,Returning_Visitor,False,False
13.0,5.940828931139402,0,0.0,45.0,7.050122520269059,0.0038924147153438535,0.015873349156290163,0.0,May,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1.0,2.6741486494265287,0,0.0,14.0,5.655991810819852,0.0,0.018821754240587667,0.0,Nov,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,True,False
0.0,0.0,1,1.55814461804655,1.0,0.0,0.0,0.09531017980432493,0.0,Jul,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
9.0,5.120983351265121,0,0.0,31.0,6.659293919683638,0.0,0.007968169649176881,0.0,Oct,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
7.0,5.308267697401205,2,3.597312260588446,89.0,7.501082124259871,0.00727348396649847,0.018821754240587667,3.5496173867804286,May,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
13.0,7.254821063169222,4,4.998708639461146,77.0,8.266678443305896,0.001998002662673058,0.018821754240587667,2.1400661634962708,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1.0,2.6390573296152584,0,0.0,26.0,6.184148890937483,0.03275756423817229,0.06672363204290813,2.174751721484161,Mar,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
1.0,4.448973335356936,0,0.0,19.0,6.966024187106113,0.007769737264360694,0.031498667059371016,0.0,Dec,MACOS,Safari,South America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,124.0,7.655390644826152,0.005484930230569745,0.01291622526654623,0.0,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
6.0,5.5096361241447385,2,5.19295685089021,13.0,6.408528791059498,0.0,0.006975613736425138,0.0,Mar,Windows,Microsoft Edge,Asia,Facebook ads,Returning_Visitor,False,False
3.0,4.297285406218791,0,0.0,13.0,6.453624998892692,0.014790085472635345,0.042101176018635326,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,20.0,7.3537223303996315,0.0,0.024692612590371414,5.3908965478411295,May,MACOS,Safari,Southern Africa,Bing search,Returning_Visitor,False,True
0.0,0.0,0,0.0,24.0,6.8658910748834385,0.023032699110572784,0.03440142671733232,0.0,Jul,MACOS,Safari,South America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,37.0,7.115582126184454,0.0,0.013902905168991434,4.681204872264089,Mar,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,12.0,5.111987788356544,0.01715205881756566,0.024692612590371414,0.0,Jul,MACOS,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,14.0,5.746203190540153,0.009950330853168092,0.045928931888399735,0.0,Nov,iOS,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,1,0.0,12.0,6.81783057145415,0.0,0.03729578474369693,0.0,May,iOS,Google Chrome,South America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,51.0,7.009408932708637,0.01666044089310717,0.028587456851912472,3.2268439945173775,Dec,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,False,False
10.0,5.155739982032573,0,0.0,83.0,8.066207568006265,0.0,0.003992021269537457,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,20.0,5.308267697401205,0.01833095668472342,0.042101176018635326,0.0,May,Windows,Microsoft Edge,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,4.448973335356936,0,0.0,54.0,7.207118856207756,0.002596625847265914,0.02955880224154443,1.5686159179138452,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,15.0,6.07073772800249,0.11716061977357695,0.14149956227369942,0.0,June,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
1.0,5.459585514144159,0,0.0,3.0,3.828641396489095,0.0,0.007968169649176881,0.0,Dec,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
5.0,5.765191102784844,0,0.0,26.0,5.308267697401205,0.0,0.01291622526654623,0.0,Mar,MACOS,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
8.0,5.241747015059643,0,0.0,1.0,7.332369205929062,0.0,0.002995508979798371,0.0,May,MACOS,Safari,South America,Google search,Returning_Visitor,True,False
2.0,2.9444389791664403,0,0.0,61.0,7.084583513605234,0.0,0.01980262729617973,1.3862943611198906,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,24.0,6.313548046277095,0.006876303939432064,0.03052920503482279,0.0,May,Windows,Mozilla Firefox,North America,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.1823215567939546,0.1823215567939546,0.0,Feb,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,False,False
9.0,4.448973335356936,4,4.283586561860629,85.0,9.022081222515475,0.006677654753240497,0.018821754240587667,2.714694743820879,Nov,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,3.1354942159291497,0.09531017980432493,0.13976194237515863,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,5.579729825986222,0.0,0.055434706888100524,0.0,Mar,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,35.0,7.718240951959316,0.0,0.010939940038334263,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0.0,4.448973335356936,0,0.0,64.0,7.023758954738443,0.009455158770755197,0.036331929247390204,0.0,Jul,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,0.0,3.332204510175204,0.0,0.03922071315328133,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,13.0,6.208590026096629,0.0,0.006975613736425138,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.1823215567939546,0.1823215567939546,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
6.0,4.647271362006727,8,6.446513155404975,46.0,7.63433723562832,0.0037927982386962624,0.015873349156290163,1.7227665977411035,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
6.0,4.3250152688894845,1,6.6552805052893715,5.0,5.736572297479192,0.0,0.004987541511038968,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1.0,0.0,0,0.0,12.0,7.528869256642251,0.0032945669494301114,0.009950330853168092,0.0,Dec,MACOS,Safari,North America,Google search,New_Visitor,False,False
3.0,4.787491742782046,2,3.0204248861443626,87.0,7.5485559791698735,0.01242251999855711,0.024692612590371414,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
1.0,4.448973335356936,1,2.5649493574615367,16.0,6.53813982376767,0.0,0.009950330853168092,3.3068867021909143,Dec,Android,Google Chrome,North America,Twitter,Returning_Visitor,True,True
0.0,0.0,0,0.0,7.0,6.814542897259958,0.020978406385191814,0.03922071315328133,3.8416005411316,May,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,True
2.0,4.5217885770490405,1,3.7376696182833684,29.0,7.083387847625295,0.014297304700824394,0.04018178963283176,2.747270914255491,May,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,29.0,6.400257445308821,0.0,0.009950330853168092,0.0,Nov,iOS,Safari,North America,Google search,Returning_Visitor,False,False
7.0,4.350277936359301,0,0.0,25.0,6.089044875446846,0.01143437762566317,0.015873349156290163,0.0,Dec,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
4.0,3.1780538303479458,1,4.736198448394496,2.0,4.859812404361672,0.0,0.04401688541677426,0.0,Dec,Android,Google Chrome,North America,Youtube channel,New_Visitor,False,False
3.0,5.075173815233827,0,0.0,153.0,8.118802996980035,0.011038847115216448,0.02761516703297339,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,23.0,6.504288173536645,0.0,0.035367143837291344,0.0,Dec,iOS,Safari,North America,Google search,Returning_Visitor,False,False
12.0,5.623104763771906,1,0.0,42.0,7.116394144093465,0.013902905168991434,0.02176149178151271,5.139321635057579,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
3.0,2.926739402245611,0,0.0,14.0,5.993961427306569,0.0,0.018821754240587667,0.0,Nov,MACOS,Safari,Africa,Youtube channel,New_Visitor,False,False
5.0,4.499809670330265,4,5.222156005402616,30.0,7.83002808253384,0.005484930230569745,0.018821754240587667,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
14.0,5.4210879437154595,0,0.0,18.0,5.634789603169249,0.0031948908965192886,0.023716526617316065,0.0,Sep,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,True
0.0,3.977810745966149,0,0.0,1.0,5.66988092298052,0.0,0.005982071677547469,0.0,Oct,Windows,Microsoft Edge,Asia,Google search,New_Visitor,False,True
0.0,0.0,0,0.0,20.0,7.034387929915503,0.028198654358678736,0.06485097231961627,0.0,May,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.1823215567939546,0.1823215567939546,0.0,Dec,MACOS,Safari,North America,Youtube channel,New_Visitor,False,False
0.0,0.0,0,0.0,30.0,6.2422232654551655,0.01921421892380437,0.028587456851912472,4.084294226368599,Oct,MACOS,Safari,North America,Tik Tok ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,14.0,5.365976015021851,0.03275756423817229,0.035367143837291344,0.0,Aug,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
3.0,5.72194977861165,0,0.0,3.0,6.0014148779611505,0.03922071315328133,0.06485097231961627,0.0,May,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
2.0,5.389984555073861,0,0.0,14.0,6.4425401664681985,0.03275756423817229,0.03825871211709027,0.0,Jul,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,True
12.0,4.033650493608876,0,0.0,139.0,8.805075243870684,0.0,0.01291622526654623,1.6486586255873816,Nov,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,True,True
4.0,5.383806752563451,0,0.0,31.0,6.660575149839686,0.028198654358678736,0.060153922819747144,0.0,Dec,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,23.0,7.89989532313973,0.00767050630421974,0.02273948696948934,0.0,Dec,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,False,False
1.0,3.0204248861443626,2,2.8903717578961645,29.0,5.932245187448011,0.00767050630421974,0.02176149178151271,0.0,Dec,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
12.0,5.667215044751708,0,0.0,71.0,6.777646593635117,0.0010993954433010642,0.006975613736425138,2.928523523860541,May,Android,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,True
7.0,4.436751534363128,3,5.927592470513571,260.0,9.4129546320379,0.0008995952428359939,0.01980262729617973,0.0,Oct,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
1.0,2.0794415416798357,0,0.0,16.0,6.198478716492308,0.0,0.010939940038334263,0.0,Mar,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.1823215567939546,0.1823215567939546,0.0,Dec,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
2.0,3.828641396489095,0,0.0,19.0,5.159055299214529,0.0,0.028587456851912472,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
2.0,3.6938669956249757,0,0.0,22.0,3.713572066704308,0.04296369943211572,0.04688358589885046,0.0,Jul,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
1.0,2.0794415416798357,0,0.0,1.0,6.173786103901937,0.0,0.02176149178151271,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
5.0,6.050912005751402,0,0.0,38.0,7.084583513605234,0.004290781417156246,0.01291622526654623,2.6390573296152584,Mar,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,True,False
0.0,4.448973335356936,0,0.0,28.0,6.543911845564792,0.009653257028138346,0.035367143837291344,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,21.0,7.109062135687172,0.014691548742989682,0.013902905168991434,4.335982696172475,Dec,Windows,Microsoft Edge,Western Europe,Youtube channel,New_Visitor,True,True
0.0,0.0,0,0.0,18.0,6.326149473155099,0.01833095668472342,0.050693114315518165,0.0,Jul,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
8.0,5.35800036870921,0,0.0,15.0,5.937536205082426,0.0,0.015873349156290163,3.711130063048756,Sep,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,3.0,1.0986122886681098,0.06456977064930007,0.11778303565638346,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,2,3.2088254890146994,49.0,6.761572768804055,0.0,0.01291622526654623,1.7578579175523736,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,68.0,8.116715624819111,0.0,0.002995508979798371,0.0,Oct,Windows,Google Chrome,South America,Tik Tok ads,Returning_Visitor,False,False
3.0,4.356708826689592,2,4.536891345234797,39.0,7.6577552711348655,0.0,0.007968169649176881,0.0,Nov,MACOS,Google Chrome,Africa,Google search,Returning_Visitor,True,False
2.0,4.502583597212991,0,0.0,26.0,6.61472560020376,0.005385472276337888,0.02078253918252841,3.1441522786722644,Nov,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
2.0,4.925367850116552,0,0.0,72.0,7.6236419465115715,0.0,0.004987541511038968,4.175924549214524,Jul,Windows,Opera,Western Europe,Google search,New_Visitor,True,True
1.0,2.772588722239781,0,0.0,46.0,7.711996507047669,0.009157937784765724,0.016857117066422806,3.55820113047182,Mar,MACOS,Samsung Internet,Western Europe,Direct Traffic,Returning_Visitor,False,True
0.0,0.0,0,0.0,43.0,7.007600613951853,0.0055843782939006634,0.008959741371471801,3.2347491740244907,Aug,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.1823215567939546,0.1823215567939546,0.0,Dec,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,False,False
0.0,0.0,0,0.0,6.0,4.574710978503383,0.0,0.02273948696948934,0.0,May,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,61.0,7.876638460975463,0.02654455522211221,0.036331929247390204,0.0,Nov,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,True,True
8.0,5.774458373502165,5,6.72683274310189,81.0,8.545974992841689,0.004191204618468052,0.024692612590371414,1.4586150226995167,Nov,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
5.0,4.224397690421518,0,0.0,3.0,3.9889840465642745,0.0,0.02273948696948934,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
0.0,0.0,1,2.4069451083182885,29.0,7.473637108496206,0.022250608934819723,0.026641930946421092,0.0,Jul,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,4.941642422609304,0.0,0.0,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,3.5691576226137323,6.0,5.176149732573829,0.0,0.058268908123975824,0.0,Nov,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,True,False
0.0,0.0,0,0.0,11.0,0.0,0.1823215567939546,0.1823215567939546,0.0,May,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
5.0,4.477336814478207,0,0.0,14.0,7.776954403322442,0.0,0.014888612493750559,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,2,3.6938669956249757,156.0,8.821142236331891,0.0021975835434872013,0.01291622526654623,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,4.448973335356936,0,0.0,16.0,4.852030263919617,0.04200529414503007,0.07325046173959274,0.0,May,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,True,False
1.0,4.906015244966153,0,0.0,68.0,7.289610521451167,0.008662373078652587,0.010939940038334263,1.8718021769015913,Oct,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,False,False
3.0,4.637637376125593,0,0.0,14.0,5.805134968916488,0.0,0.006975613736425138,0.0,Sep,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
10.0,5.291795287956997,4,6.109914027307526,1.0,8.778941881841513,0.0001999800026662447,0.01291622526654623,2.2512917986064953,Jul,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
13.0,6.130557291707205,4,5.720311776607412,62.0,7.597897950521784,0.0,0.015873349156290163,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
